bytes_sent,index,source_port,destination_ip,log_level,system_type,action,timestamp,destination_port,host_name,domain_name,response_code,bytes_received,query_duration,event_id,description,direction,status,response,application,service_name,process_id,protocol,rule_id,severity,query_type,message,user_id,session_duration,source_ip
,System Log,,10.7.30.20,ERROR,windows,,2025-09-30T03:17:10.007563,,WIN-7836,,,,,9c585711-2fdb-4ceb-a2ce-015095314934,,,,,,postgresql,43228,,,CRITICAL,,Password changed,,,10.143.181.148
,Firewall,49779,10.195.224.144,,,drop,2025-09-30T02:43:19.796880,5432,,,,,,b56a6278-96f2-4dd5-9449-efa38b4d1aed,,outbound,,,,,,TCP,FW_RULE_3674,critical,,,,,192.168.165.224
,DNS,,218.176.64.50,,,,2025-09-30T02:41:51.908693,,,mail.company.local,0,,0.27,f5b47edb-089a-4ec9-8ce7-6df608eb4477,,,,NOERROR,,,,,,info,NS,,,,192.168.24.165
,Security,,192.168.189.148,,,file_access,2025-09-30T03:23:37.670041,,,,,,,19b11ecd-c481-456e-96c9-962a58649d1d,write for user on firefox,,success,,vpn,,,,,critical,,,user88,,192.168.87.231
205838,Network,57543,192.168.179.197,,,,2025-09-30T03:27:43.101146,5058,,,,550116,,7e680432-dc49-4ad5-baa6-3f3b34b41a98,,,,,,,,UDP,,info,,,,253.533,192.168.66.156
,System Log,,172.29.172.92,ERROR,linux,,2025-09-30T03:03:51.226473,,LNX-6432,,,,,08218e73-3267-47aa-9ae6-21600d57e99e,,,,,,sshd,57409,,,WARNING,,Process forked,,,172.22.127.133
,Firewall,23208,10.22.136.116,,,deny,2025-09-30T02:35:41.960723,22,,,,,,6a226de6-2278-476e-a945-ce10b704081e,,inbound,,,,,,UDP,FW_RULE_3152,info,,,,,192.168.199.17
,DNS,,184.118.94.74,,,,2025-09-30T03:06:02.868016,,,wiki.internal.net,0,,0.654,3ccb5e22-7019-41ae-abe4-ea7ceebb81b1,,,,NOERROR,,,,,,info,TXT,,,,192.168.36.135
,Security,,10.59.145.225,,,file_access,2025-09-30T03:08:01.240675,,,,,,,f2271236-f20b-4e56-8de9-b7659f599281,delete for user on firefox,,success,,chrome,,,,,medium,,,user67,,172.28.106.49
928437,Network,51178,172.23.44.208,,,,2025-09-30T03:17:23.607807,3306,,,,1448356,,09892e33-ab00-4b5b-8a37-70b7c8eef842,,,,,,,,ICMP,,info,,,,181.518,10.138.41.168
,System Log,,172.27.15.58,WARNING,linux,,2025-09-30T03:01:30.867589,,LNX-7635,,,,,65674fcb-99ec-4f79-b03e-53fb51b34a0a,,,,,,httpd,17893,,,ERROR,,Process terminated,,,192.168.57.118
,Firewall,13950,172.16.152.182,,,drop,2025-09-30T02:46:48.755263,3389,,,,,,d35ba9e9-a6a2-48d5-aac0-f4220678ffbd,,outbound,,,,,,TCP,FW_RULE_8698,critical,,,,,10.112.93.163
,DNS,,196.245.183.239,,,,2025-09-30T03:02:06.845874,,,company.local,3,,0.406,83873641-e8b7-47c2-b735-90d6c6dec1a4,,,,NXDOMAIN,,,,,,info,AAAA,,,,172.29.85.32
,Security,,192.168.144.176,,,password_change,2025-09-30T02:37:59.163827,,,,,,,bdad0656-51aa-4ca8-9cf2-60ec96d138ed,admin reset for user on chrome,,success,,ssh,,,,,high,,,user46,,192.168.239.92
229301,Network,49333,192.168.97.84,,,,2025-09-30T03:20:37.547208,3306,,,,9265,,f0627d73-bc9d-41a9-8354-3aeec0509b7f,,,,,,,,TCP,,info,,,,163.914,10.6.113.240
,System Log,,10.86.132.68,ERROR,windows,,2025-09-30T03:25:38.034453,,WIN-9345,,,,,20d9df8a-c24b-4d79-ba86-87bc978f378b,,,,,,postgresql,61227,,,DEBUG,,User account created,,,172.18.51.146
,Firewall,11646,192.168.107.243,,,deny,2025-09-30T02:39:44.381085,3306,,,,,,d9276a5e-32fe-435e-84c3-78c40634ae11,,outbound,,,,,,UDP,FW_RULE_4355,critical,,,,,141.177.207.226
,DNS,,13.86.60.77,,,,2025-09-30T02:39:13.175868,,,company.local,3,,0.692,d75dad79-def8-408d-ade6-06d663dc05c7,,,,NXDOMAIN,,,,,,info,AAAA,,,,10.119.192.119
,Security,,172.17.244.88,,,login,2025-09-30T03:20:32.877715,,,,,,,6d28062a-9e6e-4a24-a193-ad4d30ccaf6e,account locked for user on firefox,,success,,zoom,,,,,high,,,user54,,172.26.143.86
945662,Network,51554,192.168.103.27,,,,2025-09-30T03:22:00.973501,3306,,,,191926,,cf955f07-29cb-4404-960c-7f4898fc98c5,,,,,,,,ICMP,,info,,,,221.743,149.101.137.91
,System Log,,10.61.207.130,ERROR,windows,,2025-09-30T02:57:04.055219,,WIN-3661,,,,,cc198cde-7883-4125-8ce2-8b69060b608e,,,,,,nginx,39225,,,ERROR,,User account created,,,10.184.161.174
,Firewall,50226,10.63.134.142,,,deny,2025-09-30T03:05:11.392302,443,,,,,,44d093f9-4e5c-4e48-a7a6-cafc1b82dbc9,,inbound,,,,,,UDP,FW_RULE_3235,critical,,,,,91.50.20.237
,DNS,,116.13.253.170,,,,2025-09-30T02:42:47.415144,,,company.local,2,,0.699,7398a632-3d89-498f-810b-b2b26e78a8e1,,,,SERVFAIL,,,,,,info,NS,,,,10.248.22.136
,Security,,192.168.105.121,,,logout,2025-09-30T02:44:03.620996,,,,,,,6af27f01-0d81-4806-94c2-01e4565adaa1,user initiated for user on ssh,,success,,outlook,,,,,high,,,user42,,192.168.56.211
959668,Network,55397,10.194.147.113,,,,2025-09-30T03:30:06.657653,3306,,,,522675,,b309bc88-c1a2-4f8e-bcbd-1e011e9beabc,,,,,,,,UDP,,info,,,,194.141,61.91.148.69
,System Log,,192.168.68.125,WARNING,linux,,2025-09-30T02:35:53.080563,,LNX-6249,,,,,f4831c43-23cd-4932-9bc5-831253bf772b,,,,,,nginx,31275,,,DEBUG,,Process forked,,,10.81.3.186
,Firewall,34954,10.60.80.126,,,deny,2025-09-30T02:52:59.616968,80,,,,,,c38f0703-e542-4b21-9244-346ac08bfa09,,inbound,,,,,,TCP,FW_RULE_1498,warning,,,,,172.28.142.246
,DNS,,198.233.11.143,,,,2025-09-30T02:56:11.214426,,,wiki.internal.net,0,,0.008,b43e7682-82ed-4836-b34a-7060402625c6,,,,NOERROR,,,,,,info,NS,,,,172.26.14.68
,Security,,10.205.248.238,,,login,2025-09-30T03:18:39.414372,,,,,,,dea116c2-2ab6-4cd3-a914-11eecf80824f,failed login for user on vpn,,failure,,vpn,,,,,low,,,user32,,10.125.180.137
1225367,Network,54559,10.0.209.112,,,,2025-09-30T02:54:44.046649,3306,,,,184863,,d7c144f5-c29d-4e55-a35c-a76265533f72,,,,,,,,ICMP,,info,,,,266.173,192.168.62.251
,System Log,,10.123.212.225,ERROR,linux,,2025-09-30T03:04:24.234012,,LNX-2193,,,,,8df5dce3-926f-4184-a9be-de59b84360be,,,,,,postgresql,51408,,,INFO,,Process terminated,,,10.203.209.254
,Firewall,6095,10.89.122.141,,,drop,2025-09-30T03:19:32.287101,80,,,,,,c1903371-ef53-4b7f-91ff-e35ddedcbce9,,outbound,,,,,,TCP,FW_RULE_7610,info,,,,,231.138.53.38
,DNS,,48.193.242.56,,,,2025-09-30T02:54:45.342830,,,mail.company.local,0,,0.619,f97cf0d0-8a01-4726-963d-c1802e3668d8,,,,NOERROR,,,,,,info,NS,,,,10.196.211.9
,Security,,10.27.28.105,,,password_change,2025-09-30T03:06:40.925794,,,,,,,b33fb197-4bb1-41b7-a3e5-96e30f517de3,user initiated for user on vpn,,success,,outlook,,,,,high,,,user66,,10.215.174.220
936519,Network,57158,192.168.2.212,,,,2025-09-30T03:09:36.022644,22,,,,792895,,1d30bee8-38b0-444e-8c60-fa3c860c4f0c,,,,,,,,ICMP,,info,,,,159.887,10.255.78.186
,System Log,,192.168.90.71,INFO,linux,,2025-09-30T02:57:14.443129,,LNX-4002,,,,,10d16ce2-7c0f-4ab8-921a-79556ffeccaf,,,,,,mysqld,53326,,,INFO,,Password authentication,,,10.253.241.177
,Firewall,12495,172.20.153.162,,,drop,2025-09-30T03:16:33.779638,443,,,,,,1ff3ab4a-895d-4770-8f84-77348aa34710,,outbound,,,,,,ICMP,FW_RULE_1610,info,,,,,10.206.89.119
,DNS,,236.111.150.140,,,,2025-09-30T03:14:24.800930,,,test.org,0,,0.42,0b883ec8-e6bb-4120-b414-88db387d1701,,,,NOERROR,,,,,,info,TXT,,,,192.168.40.2
,Security,,172.16.107.193,,,permission_change,2025-09-30T03:30:03.924335,,,,,,,58e680ef-5460-476c-baa4-dbfde891008e,role update for user on vpn,,success,,zoom,,,,,high,,,user3,,10.237.10.129
877540,Network,32862,192.168.18.114,,,,2025-09-30T02:43:58.257019,60689,,,,1062075,,882acd0f-093b-403a-8c4d-4b461ca8dfff,,,,,,,,TCP,,info,,,,91.845,10.11.168.204
,System Log,,172.19.23.82,INFO,linux,,2025-09-30T02:48:23.597027,,LNX-5108,,,,,9bcbaac2-7dd2-4a14-be15-fce246b1b50d,,,,,,mysqld,21513,,,INFO,,Service restart,,,172.25.202.54
,Firewall,31469,172.22.222.226,,,allow,2025-09-30T03:00:03.547088,3306,,,,,,27d42bf2-eb49-4434-b5a0-fd07d1263223,,outbound,,,,,,UDP,FW_RULE_3912,critical,,,,,29.93.62.158
,DNS,,221.87.40.212,,,,2025-09-30T02:50:08.070157,,,test.org,0,,0.264,b76803d2-de26-42f8-8ad4-417ad3b203fb,,,,NOERROR,,,,,,info,NS,,,,10.220.22.42
,Security,,10.194.74.184,,,login,2025-09-30T03:05:32.198752,,,,,,,a0678af6-abe4-4129-889b-7180cf986280,failed login for user on chrome,,failure,,zoom,,,,,low,,,user83,,192.168.188.40
904233,Network,63391,10.135.247.100,,,,2025-09-30T03:04:39.917935,5432,,,,418494,,6866b8e1-049c-4340-be18-46ba497bab6b,,,,,,,,UDP,,info,,,,222.794,10.220.71.92
,System Log,,192.168.64.230,INFO,windows,,2025-09-30T03:53:54.768964,,WIN-6264,,,,,15b9bd32-79df-499b-b411-9e62904383fb,,,,,,postgresql,20919,,,WARNING,,Boot completed,,,10.69.8.27
,Firewall,49061,10.76.21.148,,,allow,2025-09-30T03:10:27.472723,25,,,,,,84fb9594-4cd8-4764-afe2-4d3d0c2278b4,,inbound,,,,,,UDP,FW_RULE_5172,info,,,,,64.39.211.82
,DNS,,228.186.24.228,,,,2025-09-30T03:55:18.953353,,,test.org,0,,0.354,1bc5a7da-c180-4929-8961-7b96e2b11418,,,,NOERROR,,,,,,info,TXT,,,,192.168.91.151
,Security,,172.22.103.141,,,logout,2025-09-30T03:29:06.305658,,,,,,,f9f33715-964f-4d31-a8f4-08537c228253,user initiated for user on ssh,,success,,slack,,,,,high,,,user42,,172.31.21.130
66490,Network,59147,172.23.206.13,,,,2025-09-30T03:29:20.516756,443,,,,385969,,ebb28647-4b63-4c01-a002-4e48b61d5ab7,,,,,,,,TCP,,info,,,,234.921,206.59.105.167
,System Log,,10.240.199.233,ERROR,linux,,2025-09-30T03:53:45.124057,,LNX-8900,,,,,fcab0484-ac7a-4730-80ff-4e39172a7f4c,,,,,,postgresql,52681,,,INFO,,SSH login,,,172.28.127.127
,Firewall,23828,10.13.211.56,,,deny,2025-09-30T03:50:42.244596,5432,,,,,,307382ac-536e-47b4-b5ff-33ec2c7fdf80,,outbound,,,,,,UDP,FW_RULE_6978,warning,,,,,172.21.242.236
,DNS,,37.143.137.2,,,,2025-09-30T03:41:28.356655,,,company.local,0,,0.542,90aab3e9-71ef-46ec-894f-82d8755bb5fb,,,,NOERROR,,,,,,info,NS,,,,192.168.7.249
,Security,,10.155.227.195,,,permission_change,2025-09-30T03:25:55.275920,,,,,,,4bcb9371-9738-48f9-983c-f62c556332fd,privilege escalation for user on vpn,,success,,ssh,,,,,critical,,,user61,,10.100.168.216
591047,Network,33720,10.59.25.229,,,,2025-09-30T03:45:39.920277,41219,,,,48757,,25cc039b-4463-4960-9b05-ddba51731022,,,,,,,,TCP,,info,,,,246.289,220.29.240.218
,System Log,,172.20.79.168,WARNING,linux,,2025-09-30T03:31:23.583008,,LNX-4442,,,,,8ba4f03b-dc07-4464-bad5-545009af4266,,,,,,sshd,14579,,,CRITICAL,,Service restart,,,172.18.193.15
,Firewall,62538,172.26.27.108,,,drop,2025-09-30T03:30:04.564948,3389,,,,,,4eeaf8d4-cc62-4736-b5cf-8764e5dd3372,,inbound,,,,,,ICMP,FW_RULE_9918,info,,,,,10.191.165.214
,DNS,,177.137.34.169,,,,2025-09-30T03:13:46.056659,,,wiki.internal.net,0,,0.161,db0b7168-af9a-4b18-98fc-94bc5b191870,,,,NOERROR,,,,,,info,NS,,,,10.21.178.45
,Security,,10.204.206.205,,,login,2025-09-30T03:46:08.775195,,,,,,,459dfacf-2b47-4c7a-9cc6-5eda9b88da68,successful login for user on firefox,,success,,outlook,,,,,low,,,user78,,172.18.2.210
227829,Network,49133,192.168.11.57,,,,2025-09-30T03:48:33.698180,12784,,,,186611,,86f6a91e-c3e6-4ca1-b54f-c1282f6aef0b,,,,,,,,TCP,,info,,,,62.472,149.184.116.176
,System Log,,192.168.188.149,ERROR,windows,,2025-09-30T04:00:58.482367,,WIN-5589,,,,,e2382f59-db0c-4522-b982-349cf16b3c54,,,,,,sshd,35552,,,CRITICAL,,Boot completed,,,172.16.166.225
,Firewall,52866,192.168.214.62,,,allow,2025-09-30T03:09:48.591519,53,,,,,,af3853d9-7960-4569-acdd-989c5ce136f4,,inbound,,,,,,UDP,FW_RULE_6110,critical,,,,,224.198.239.242
,DNS,,213.29.139.70,,,,2025-09-30T03:48:35.790496,,,test.org,0,,0.087,ba22bcbe-a266-4dd0-8525-779f22b28615,,,,NOERROR,,,,,,info,TXT,,,,10.73.32.40
,Security,,192.168.84.156,,,permission_change,2025-09-30T03:34:39.209875,,,,,,,6546e9a2-5fd5-45eb-a5ed-7447a936ba7d,role update for user on outlook,,success,,ssh,,,,,high,,,user46,,192.168.175.233
479369,Network,25025,192.168.168.194,,,,2025-09-30T03:53:01.649685,5981,,,,980532,,5d9d6729-6742-4ef6-af35-8a3a5ffd804c,,,,,,,,ICMP,,info,,,,261.523,172.25.31.110
,System Log,,192.168.203.231,INFO,linux,,2025-09-30T03:52:07.422671,,LNX-2366,,,,,9264d24d-dc81-4b64-9b62-82945a920b31,,,,,,nginx,51794,,,CRITICAL,,USB device connected,,,10.63.6.197
,Firewall,13498,172.17.212.224,,,deny,2025-09-30T03:07:22.427800,25,,,,,,c39107ab-5649-4086-9cdf-191c38e8e34d,,inbound,,,,,,TCP,FW_RULE_6639,warning,,,,,23.109.196.104
,DNS,,96.219.49.252,,,,2025-09-30T04:02:44.982187,,,wiki.internal.net,3,,0.852,230f19c9-7f50-4a45-bb67-981dd37a750f,,,,NXDOMAIN,,,,,,info,TXT,,,,192.168.73.253
,Security,,10.91.165.184,,,logout,2025-09-30T03:39:48.281725,,,,,,,9eee25c7-8dfe-4e2a-8c8f-40db40282131,user initiated for user on firefox,,success,,ssh,,,,,medium,,,user60,,10.46.204.90
798513,Network,64162,10.90.85.227,,,,2025-09-30T03:32:27.005711,3389,,,,1393926,,dc6e7fd2-75de-41d2-8ec7-1046fd3ecb78,,,,,,,,UDP,,info,,,,39.398,218.83.53.128
,System Log,,172.29.252.41,WARNING,linux,,2025-09-30T03:10:36.994484,,LNX-6516,,,,,8b2ed4ec-8801-4b05-8357-643135a43b51,,,,,,mysqld,51384,,,INFO,,Password authentication,,,192.168.15.103
,Firewall,6564,192.168.215.219,,,drop,2025-09-30T03:41:54.502314,3389,,,,,,8362e7cf-f769-41b6-852e-8922de538d6c,,inbound,,,,,,UDP,FW_RULE_3306,critical,,,,,48.110.174.209
,DNS,,102.110.139.126,,,,2025-09-30T03:25:32.102113,,,example.com,0,,0.286,f4284e1e-0ce9-49df-bb92-d7f66680790f,,,,NOERROR,,,,,,info,TXT,,,,192.168.234.47
,Security,,172.22.123.90,,,permission_change,2025-09-30T03:33:51.656190,,,,,,,1ea5121a-7166-4453-b87b-d66e2130adf1,role update for user on zoom,,success,,firefox,,,,,medium,,,user51,,172.17.246.82
1030165,Network,53426,172.21.23.155,,,,2025-09-30T03:57:52.603796,443,,,,46190,,223cb1a2-85af-464c-865d-c97111690a53,,,,,,,,UDP,,info,,,,125.031,172.22.251.208
,System Log,,192.168.24.201,ERROR,linux,,2025-09-30T04:06:53.152927,,LNX-4927,,,,,59af2a48-f4b8-4209-a82f-c05eb3ba78f0,,,,,,httpd,34244,,,WARNING,,Configuration reload,,,10.90.21.130
,Firewall,7964,10.72.205.51,,,allow,2025-09-30T03:52:39.772011,3389,,,,,,f2f94328-6590-4e4d-be09-e3dc8129db3c,,inbound,,,,,,TCP,FW_RULE_7971,warning,,,,,172.26.81.145
,DNS,,194.144.147.187,,,,2025-09-30T03:35:17.786299,,,company.local,0,,0.347,e8944964-7494-4b39-80a1-b5961f02b990,,,,NOERROR,,,,,,info,MX,,,,10.43.222.96
,Security,,172.20.236.215,,,permission_change,2025-09-30T04:06:21.758188,,,,,,,1d0dcdeb-a565-4fa1-abd8-a711194a916e,group membership change for user on slack,,success,,zoom,,,,,medium,,,user79,,192.168.7.46
1439702,Network,49216,172.22.120.92,,,,2025-09-30T03:26:55.896347,3389,,,,580787,,e3ad5228-e87a-4eb3-bb34-faebb854ffe7,,,,,,,,ICMP,,info,,,,128.865,172.28.86.145
,System Log,,10.119.87.3,WARNING,windows,,2025-09-30T03:16:54.757448,,WIN-7470,,,,,26eb9a31-6c3c-4bc6-afc8-a5d288cbc4ec,,,,,,mysqld,50915,,,DEBUG,,Password changed,,,192.168.80.228
,Firewall,59390,172.22.65.91,,,allow,2025-09-30T03:51:37.985275,80,,,,,,960cdf70-8e43-40ed-b560-f73fc5540107,,inbound,,,,,,UDP,FW_RULE_1145,warning,,,,,172.28.51.248
,DNS,,195.236.70.30,,,,2025-09-30T03:43:22.658500,,,company.local,0,,0.671,628a6715-f6ef-4b79-a5c0-2721574abb82,,,,NOERROR,,,,,,info,AAAA,,,,10.110.235.4
,Security,,192.168.104.200,,,login,2025-09-30T03:12:54.362112,,,,,,,36227345-b338-4132-9bc3-9a068569d5fb,failed login for user on slack,,failure,,vpn,,,,,low,,,user68,,172.17.31.100
712834,Network,58607,172.28.210.204,,,,2025-09-30T03:55:01.781028,80,,,,298921,,cc84a8a4-d3f1-4579-8165-92098128ebb9,,,,,,,,TCP,,info,,,,181.842,192.168.56.139
,System Log,,192.168.190.121,INFO,linux,,2025-09-30T03:52:26.797791,,LNX-9498,,,,,1f2643c3-af79-49cd-8579-d2b184872649,,,,,,nginx,53060,,,ERROR,,Service restart,,,192.168.15.85
,Firewall,47759,10.71.210.72,,,deny,2025-09-30T03:19:11.553552,53,,,,,,7ea2ec28-5b31-4609-9f97-70b9c24436ee,,inbound,,,,,,ICMP,FW_RULE_9078,warning,,,,,172.27.140.176
,DNS,,82.164.42.210,,,,2025-09-30T03:13:01.999468,,,wiki.internal.net,0,,0.587,9f5f977d-9ca0-409e-87a0-39624ed4bec6,,,,NOERROR,,,,,,info,AAAA,,,,192.168.100.18
,Security,,192.168.172.67,,,permission_change,2025-09-30T04:06:59.934195,,,,,,,6f91e82d-27ef-4ce3-8e99-f8c6d8d7bb56,group membership change for user on vpn,,success,,zoom,,,,,medium,,,user67,,10.151.152.168
1389063,Network,52190,10.225.51.187,,,,2025-09-30T03:24:03.915934,3389,,,,876194,,74825b5a-3ea6-4b53-82f8-ffc7b8920394,,,,,,,,TCP,,info,,,,173.249,118.13.10.217
,System Log,,10.50.48.168,INFO,windows,,2025-09-30T03:25:20.752261,,WIN-7377,,,,,a060500b-202d-4aeb-9e75-ed9a6619fdfe,,,,,,nginx,14866,,,DEBUG,,User account created,,,172.21.119.108
,Firewall,10928,192.168.177.46,,,drop,2025-09-30T03:15:54.495687,443,,,,,,767afe66-11e6-40f0-8c10-023e602cc622,,outbound,,,,,,ICMP,FW_RULE_9152,info,,,,,22.115.0.81
,DNS,,168.230.141.72,,,,2025-09-30T03:24:52.216637,,,company.local,0,,0.652,4e80d7e3-7911-40a2-8ca7-fc60ed3b43cf,,,,NOERROR,,,,,,info,TXT,,,,192.168.109.123
,Security,,192.168.131.229,,,logout,2025-09-30T03:59:29.004327,,,,,,,96642c18-2bc8-434d-8269-b8863f1b6de9,session timeout for user on chrome,,success,,zoom,,,,,critical,,,user11,,172.25.164.145
74602,Network,51419,10.227.56.86,,,,2025-09-30T03:56:32.354912,25,,,,816568,,eb2391d7-0a4f-4888-b411-5d98d5bf35e9,,,,,,,,TCP,,info,,,,255.686,53.238.207.191
,System Log,,192.168.169.151,INFO,linux,,2025-09-30T03:14:18.924102,,LNX-8992,,,,,cedb81af-433f-46f4-8f7b-07ebc2ed0bd2,,,,,,httpd,62064,,,ERROR,,Process forked,,,172.30.69.154
,Firewall,59109,172.20.84.65,,,drop,2025-09-30T04:10:14.116453,80,,,,,,4be8cad4-6e53-43ea-9072-3953928e98bb,,outbound,,,,,,ICMP,FW_RULE_9970,critical,,,,,221.216.3.236
,DNS,,152.44.37.91,,,,2025-09-30T03:42:31.934917,,,mail.company.local,0,,0.451,4bddff15-06b4-4809-bae5-88250a0472f4,,,,NOERROR,,,,,,info,CNAME,,,,192.168.47.1
,Security,,10.65.238.192,,,password_change,2025-09-30T03:49:08.175649,,,,,,,0c67ebc9-fb91-4537-a87b-2658d683eb4a,admin reset for user on chrome,,success,,outlook,,,,,critical,,,user63,,192.168.182.99
936038,Network,54413,10.5.241.217,,,,2025-09-30T03:33:58.466755,3389,,,,1322631,,99cef8c1-49f4-4486-ab9f-37a85718b07e,,,,,,,,ICMP,,info,,,,28.311,94.209.46.179
,System Log,,192.168.3.215,WARNING,windows,,2025-09-30T03:20:42.541817,,WIN-1531,,,,,5291fef7-006c-4947-abc2-859dd39310c9,,,,,,nginx,38972,,,INFO,,User account created,,,10.42.102.229
,Firewall,40960,192.168.14.58,,,drop,2025-09-30T04:07:50.858279,3306,,,,,,afc68063-e34c-46d9-aea3-0f6badfd7cd2,,outbound,,,,,,TCP,FW_RULE_3888,info,,,,,192.168.238.154
,DNS,,141.252.184.171,,,,2025-09-30T03:43:07.881291,,,test.org,0,,0.399,b85c895d-a272-4842-b1e9-40378c8cf69a,,,,NOERROR,,,,,,info,TXT,,,,10.73.49.49
,Security,,172.30.146.111,,,logout,2025-09-30T03:37:23.509740,,,,,,,9cd9af4f-81e4-48a8-9c23-efe73da593ca,system shutdown for user on ssh,,success,,slack,,,,,low,,,user92,,172.26.9.255
456545,Network,54484,192.168.65.217,,,,2025-09-30T04:01:51.638181,64286,,,,968972,,18c069ed-bbde-421c-ac94-b9847b842b6c,,,,,,,,ICMP,,info,,,,135.041,192.168.249.116
,System Log,,10.116.127.48,WARNING,windows,,2025-09-30T03:23:50.066242,,WIN-2570,,,,,7b1068d6-965d-4eb2-b9f2-dc871692abbc,,,,,,httpd,50255,,,INFO,,Configuration changed,,,192.168.188.34
,Firewall,65017,192.168.212.58,,,allow,2025-09-30T03:34:07.681824,5432,,,,,,a8c1bb81-338b-4b34-ac96-451b08d5899a,,inbound,,,,,,ICMP,FW_RULE_7156,warning,,,,,10.249.64.159
,DNS,,79.202.231.98,,,,2025-09-30T03:23:13.702917,,,mail.company.local,0,,0.802,ea26d823-5874-4adf-a809-76f3be883690,,,,NOERROR,,,,,,info,AAAA,,,,192.168.180.155
,Security,,172.27.21.134,,,file_access,2025-09-30T04:03:58.498372,,,,,,,358c0962-6491-46f5-a5ec-691fb914ef4d,execute for user on chrome,,success,,vpn,,,,,high,,,user69,,10.50.96.55
983727,Network,58322,172.28.154.112,,,,2025-09-30T04:10:34.510383,3306,,,,20972,,c47e6d7c-e626-4327-9a86-4083a16c7452,,,,,,,,TCP,,info,,,,80.472,86.225.210.20
,System Log,,172.23.50.243,ERROR,linux,,2025-09-30T03:44:19.877901,,LNX-1987,,,,,0c7d2348-65d6-49a9-b493-b5182696b849,,,,,,httpd,6398,,,DEBUG,,USB device connected,,,192.168.223.222
,Firewall,46898,172.26.103.33,,,deny,2025-09-30T03:45:36.517959,25,,,,,,2c498b06-2e68-4e61-b9b3-6ac3306b7e91,,outbound,,,,,,ICMP,FW_RULE_2480,warning,,,,,175.155.109.100
,DNS,,216.115.45.80,,,,2025-09-30T03:39:00.992981,,,mail.company.local,5,,0.518,b030ef25-aaad-4684-9190-88925e8f5047,,,,REFUSED,,,,,,info,A,,,,10.73.152.60
,Security,,172.31.161.213,,,permission_change,2025-09-30T03:39:05.128970,,,,,,,517b6d93-748b-42de-980c-5c31bd02a224,privilege escalation for user on ssh,,success,,outlook,,,,,high,,,user13,,192.168.109.252
1324076,Network,9978,192.168.197.3,,,,2025-09-30T03:56:15.256867,44199,,,,56857,,858a7fcb-690d-4541-b740-60f2c14fb10d,,,,,,,,UDP,,info,,,,286.487,117.192.226.59
,System Log,,192.168.112.151,WARNING,linux,,2025-09-30T03:41:07.907407,,LNX-4660,,,,,86cd77a0-88a4-4f85-9cf3-8a3fa5a51fb4,,,,,,httpd,53216,,,DEBUG,,sudo command execution,,,172.19.114.119
,Firewall,41528,172.19.88.10,,,deny,2025-09-30T03:26:23.433260,443,,,,,,f3ed2e85-9946-463a-a101-d7daa5d54408,,outbound,,,,,,UDP,FW_RULE_3710,critical,,,,,90.19.24.134
,DNS,,19.205.76.12,,,,2025-09-30T03:59:43.308463,,,example.com,0,,0.108,2be833ea-65db-4816-8c81-3978a1f9008a,,,,NOERROR,,,,,,info,MX,,,,10.116.79.18
,Security,,10.176.114.247,,,permission_change,2025-09-30T04:09:22.816834,,,,,,,0536b7ae-6634-40a8-aac5-7f6d9f716d6d,group membership change for user on outlook,,success,,chrome,,,,,critical,,,user42,,172.31.72.8
1077095,Network,51480,10.147.242.124,,,,2025-09-30T03:46:48.720855,5432,,,,446292,,0028293d-c948-4cce-9e96-685f7537155e,,,,,,,,ICMP,,info,,,,96.566,10.23.8.246
,System Log,,10.223.171.15,INFO,linux,,2025-09-30T03:39:23.859057,,LNX-3139,,,,,9f4b39bf-ced7-4161-b8cc-166fd46c040b,,,,,,mysqld,48285,,,WARNING,,Service restart,,,172.23.76.133
,Firewall,22825,192.168.100.160,,,allow,2025-09-30T03:30:27.090800,443,,,,,,b778dc2d-f1ab-4d2c-9126-7834579d1632,,outbound,,,,,,TCP,FW_RULE_9638,warning,,,,,172.24.43.196
,DNS,,206.207.8.227,,,,2025-09-30T03:49:07.514432,,,dev.company.local,0,,0.275,6ea004ea-6c5a-4c31-84f5-b0203697d5d6,,,,NOERROR,,,,,,info,NS,,,,10.216.208.174
,Security,,10.179.215.131,,,password_change,2025-09-30T03:26:37.280427,,,,,,,5712a881-5e5c-455c-a0f3-63c8f09afc30,user initiated for user on chrome,,success,,ssh,,,,,medium,,,user26,,172.23.142.154
517596,Network,50728,192.168.13.197,,,,2025-09-30T04:15:50.385170,3389,,,,244091,,dc4f417a-bb3b-4160-9317-08a5cb30ca4a,,,,,,,,UDP,,info,,,,175.53,7.74.71.40
,System Log,,192.168.239.158,ERROR,windows,,2025-09-30T04:18:48.375433,,WIN-3663,,,,,e94500c9-453b-47c0-b835-3430173ac43a,,,,,,mysqld,14890,,,WARNING,,Configuration changed,,,172.27.104.196
,Firewall,17029,172.27.21.229,,,deny,2025-09-30T03:24:10.189067,5432,,,,,,d42732ec-3bdb-4676-978d-317b6e8bf91e,,inbound,,,,,,TCP,FW_RULE_9553,warning,,,,,10.179.247.150
,DNS,,211.18.64.226,,,,2025-09-30T03:47:05.132996,,,dev.company.local,0,,0.437,b711153b-7d5c-405c-b68f-9267509c009e,,,,NOERROR,,,,,,info,NS,,,,10.130.201.87
